t,Sv0,Sv1,Sh0,Sr0,Sr1,Sr2,Sr3,Sr4,Sr5,Sr6,Iv0,Iv1,Ih0,Ir0,Ir1,Ir2,Ir3,Ir4,Ir5,Ir6,Rv0,Rv1,Rh0,Rr0,Rr1,Rr2,Rr3,Rr4,Rr5,Rr6,cumIv0,cumIv1,cumIh0,cumIr0,cumIr1,cumIr2,cumIr3,cumIr4,cumIr5,cumIr6,cumIv,pIv,pIh,pIr
41,0.0993409,0.0993409,0.0993409,0.0993409,0.0993409,0.0993409,0.0993409,0.0993409,0.0993409,0.0993409,0.000280584,0.000280584,0.000280584,0.000280584,0.000280584,0.000280584,0.000280584,0.000280584,0.000280584,0.000280584,0.000378494,0.000378494,0.000378494,0.000378494,0.000378494,0.000378494,0.000378494,0.000378494,0.000378494,0.000378494,0.000660306,0.000660306,0.000660306,0.000660306,0.000660306,0.000660306,0.000660306,0.000660306,0.000660306,0.000660306,0.00132061,0.00280584,0.00280584,0.00280584
42,0.0992844,0.0992844,0.0992844,0.0992844,0.0992844,0.0992844,0.0992844,0.0992844,0.0992844,0.0992844,0.000304051,0.000304051,0.000304051,0.000304051,0.000304051,0.000304051,0.000304051,0.000304051,0.000304051,0.000304051,0.000411506,0.000411506,0.000411506,0.000411506,0.000411506,0.000411506,0.000411506,0.000411506,0.000411506,0.000411506,0.000717866,0.000717866,0.000717866,0.000717866,0.000717866,0.000717866,0.000717866,0.000717866,0.000717866,0.000717866,0.00143573,0.00304051,0.00304051,0.00304051
43,0.0992233,0.0992233,0.0992233,0.0992233,0.0992233,0.0992233,0.0992233,0.0992233,0.0992233,0.0992233,0.000329442,0.000329442,0.000329442,0.000329442,0.000329442,0.000329442,0.000329442,0.000329442,0.000329442,0.000329442,0.000447272,0.000447272,0.000447272,0.000447272,0.000447272,0.000447272,0.000447272,0.000447272,0.000447272,0.000447272,0.000780199,0.000780199,0.000780199,0.000780199,0.000780199,0.000780199,0.000780199,0.000780199,0.000780199,0.000780199,0.0015604,0.00329442,0.00329442,0.00329442
44,0.0991571,0.0991571,0.0991571,0.0991571,0.0991571,0.0991571,0.0991571,0.0991571,0.0991571,0.0991571,0.000356908,0.000356908,0.000356908,0.000356908,0.000356908,0.000356908,0.000356908,0.000356908,0.000356908,0.000356908,0.000486019,0.000486019,0.000486019,0.000486019,0.000486019,0.000486019,0.000486019,0.000486019,0.000486019,0.000486019,0.000847689,0.000847689,0.000847689,0.000847689,0.000847689,0.000847689,0.000847689,0.000847689,0.000847689,0.000847689,0.00169538,0.00356908,0.00356908,0.00356908
45,0.0990854,0.0990854,0.0990854,0.0990854,0.0990854,0.0990854,0.0990854,0.0990854,0.0990854,0.0990854,0.000386611,0.000386611,0.000386611,0.000386611,0.000386611,0.000386611,0.000386611,0.000386611,0.000386611,0.000386611,0.000527989,0.000527989,0.000527989,0.000527989,0.000527989,0.000527989,0.000527989,0.000527989,0.000527989,0.000527989,0.000920751,0.000920751,0.000920751,0.000920751,0.000920751,0.000920751,0.000920751,0.000920751,0.000920751,0.000920751,0.0018415,0.00386611,0.00386611,0.00386611
46,0.0990078,0.0990078,0.0990078,0.0990078,0.0990078,0.0990078,0.0990078,0.0990078,0.0990078,0.0990078,0.000418724,0.000418724,0.000418724,0.000418724,0.000418724,0.000418724,0.000418724,0.000418724,0.000418724,0.000418724,0.000573445,0.000573445,0.000573445,0.000573445,0.000573445,0.000573445,0.000573445,0.000573445,0.000573445,0.000573445,0.000999828,0.000999828,0.000999828,0.000999828,0.000999828,0.000999828,0.000999828,0.000999828,0.000999828,0.000999828,0.00199966,0.00418724,0.00418724,0.00418724
47,0.0989239,0.0989239,0.0989239,0.0989239,0.0989239,0.0989239,0.0989239,0.0989239,0.0989239,0.0989239,0.000453433,0.000453433,0.000453433,0.000453433,0.000453433,0.000453433,0.000453433,0.000453433,0.000453433,0.000453433,0.000622667,0.000622667,0.000622667,0.000622667,0.000622667,0.000622667,0.000622667,0.000622667,0.000622667,0.000622667,0.0010854,0.0010854,0.0010854,0.0010854,0.0010854,0.0010854,0.0010854,0.0010854,0.0010854,0.0010854,0.00217079,0.00453433,0.00453433,0.00453433
48,0.0988331,0.0988331,0.0988331,0.0988331,0.0988331,0.0988331,0.0988331,0.0988331,0.0988331,0.0988331,0.000490933,0.000490933,0.000490933,0.000490933,0.000490933,0.000490933,0.000490933,0.000490933,0.000490933,0.000490933,0.000675961,0.000675961,0.000675961,0.000675961,0.000675961,0.000675961,0.000675961,0.000675961,0.000675961,0.000675961,0.00117797,0.00117797,0.00117797,0.00117797,0.00117797,0.00117797,0.00117797,0.00117797,0.00117797,0.00117797,0.00235594,0.00490933,0.00490933,0.00490933
49,0.0987349,0.0987349,0.0987349,0.0987349,0.0987349,0.0987349,0.0987349,0.0987349,0.0987349,0.0987349,0.000531435,0.000531435,0.000531435,0.000531435,0.000531435,0.000531435,0.000531435,0.000531435,0.000531435,0.000531435,0.000733652,0.000733652,0.000733652,0.000733652,0.000733652,0.000733652,0.000733652,0.000733652,0.000733652,0.000733652,0.00127809,0.00127809,0.00127809,0.00127809,0.00127809,0.00127809,0.00127809,0.00127809,0.00127809,0.00127809,0.00255618,0.00531435,0.00531435,0.00531435
50,0.0986287,0.0986287,0.0986287,0.0986287,0.0986287,0.0986287,0.0986287,0.0986287,0.0986287,0.0986287,0.000575161,0.000575161,0.000575161,0.000575161,0.000575161,0.000575161,0.000575161,0.000575161,0.000575161,0.000575161,0.00079609,0.00079609,0.00079609,0.00079609,0.00079609,0.00079609,0.00079609,0.00079609,0.00079609,0.00079609,0.00138635,0.00138635,0.00138635,0.00138635,0.00138635,0.00138635,0.00138635,0.00138635,0.00138635,0.00138635,0.0027727,0.00575161,0.00575161,0.00575161
51,0.098514,0.098514,0.098514,0.098514,0.098514,0.098514,0.098514,0.098514,0.098514,0.098514,0.00062235,0.00062235,0.00062235,0.00062235,0.00062235,0.00062235,0.00062235,0.00062235,0.00062235,0.00062235,0.000863652,0.000863652,0.000863652,0.000863652,0.000863652,0.000863652,0.000863652,0.000863652,0.000863652,0.000863652,0.00150337,0.00150337,0.00150337,0.00150337,0.00150337,0.00150337,0.00150337,0.00150337,0.00150337,0.00150337,0.00300675,0.0062235,0.0062235,0.0062235
52,0.09839,0.09839,0.09839,0.09839,0.09839,0.09839,0.09839,0.09839,0.09839,0.09839,0.00067325,0.00067325,0.00067325,0.00067325,0.00067325,0.00067325,0.00067325,0.00067325,0.00067325,0.00067325,0.000936742,0.000936742,0.000936742,0.000936742,0.000936742,0.000936742,0.000936742,0.000936742,0.000936742,0.000936742,0.00162983,0.00162983,0.00162983,0.00162983,0.00162983,0.00162983,0.00162983,0.00162983,0.00162983,0.00162983,0.00325966,0.0067325,0.0067325,0.0067325
53,0.0982561,0.0982561,0.0982561,0.0982561,0.0982561,0.0982561,0.0982561,0.0982561,0.0982561,0.0982561,0.000728127,0.000728127,0.000728127,0.000728127,0.000728127,0.000728127,0.000728127,0.000728127,0.000728127,0.000728127,0.00101579,0.00101579,0.00101579,0.00101579,0.00101579,0.00101579,0.00101579,0.00101579,0.00101579,0.00101579,0.00176643,0.00176643,0.00176643,0.00176643,0.00176643,0.00176643,0.00176643,0.00176643,0.00176643,0.00176643,0.00353286,0.00728127,0.00728127,0.00728127
54,0.0981115,0.0981115,0.0981115,0.0981115,0.0981115,0.0981115,0.0981115,0.0981115,0.0981115,0.0981115,0.00078726,0.00078726,0.00078726,0.00078726,0.00078726,0.00078726,0.00078726,0.00078726,0.00078726,0.00078726,0.00110127,0.00110127,0.00110127,0.00110127,0.00110127,0.00110127,0.00110127,0.00110127,0.00110127,0.00110127,0.00191394,0.00191394,0.00191394,0.00191394,0.00191394,0.00191394,0.00191394,0.00191394,0.00191394,0.00191394,0.00382787,0.0078726,0.0078726,0.0078726
55,0.0979554,0.0979554,0.0979554,0.0979554,0.0979554,0.0979554,0.0979554,0.0979554,0.0979554,0.0979554,0.000850942,0.000850942,0.000850942,0.000850942,0.000850942,0.000850942,0.000850942,0.000850942,0.000850942,0.000850942,0.00119366,0.00119366,0.00119366,0.00119366,0.00119366,0.00119366,0.00119366,0.00119366,0.00119366,0.00119366,0.00207315,0.00207315,0.00207315,0.00207315,0.00207315,0.00207315,0.00207315,0.00207315,0.00207315,0.00207315,0.00414631,0.00850942,0.00850942,0.00850942
56,0.097787,0.097787,0.097787,0.097787,0.097787,0.097787,0.097787,0.097787,0.097787,0.097787,0.000919478,0.000919478,0.000919478,0.000919478,0.000919478,0.000919478,0.000919478,0.000919478,0.000919478,0.000919478,0.00129351,0.00129351,0.00129351,0.00129351,0.00129351,0.00129351,0.00129351,0.00129351,0.00129351,0.00129351,0.00224494,0.00224494,0.00224494,0.00224494,0.00224494,0.00224494,0.00224494,0.00224494,0.00224494,0.00224494,0.00448988,0.00919478,0.00919478,0.00919478
57,0.0976054,0.0976054,0.0976054,0.0976054,0.0976054,0.0976054,0.0976054,0.0976054,0.0976054,0.0976054,0.000993191,0.000993191,0.000993191,0.000993191,0.000993191,0.000993191,0.000993191,0.000993191,0.000993191,0.000993191,0.00140136,0.00140136,0.00140136,0.00140136,0.00140136,0.00140136,0.00140136,0.00140136,0.00140136,0.00140136,0.0024302,0.0024302,0.0024302,0.0024302,0.0024302,0.0024302,0.0024302,0.0024302,0.0024302,0.0024302,0.00486039,0.00993191,0.00993191,0.00993191
58,0.0974098,0.0974098,0.0974098,0.0974098,0.0974098,0.0974098,0.0974098,0.0974098,0.0974098,0.0974098,0.00107241,0.00107241,0.00107241,0.00107241,0.00107241,0.00107241,0.00107241,0.00107241,0.00107241,0.00107241,0.00151783,0.00151783,0.00151783,0.00151783,0.00151783,0.00151783,0.00151783,0.00151783,0.00151783,0.00151783,0.00262988,0.00262988,0.00262988,0.00262988,0.00262988,0.00262988,0.00262988,0.00262988,0.00262988,0.00262988,0.00525976,0.0107241,0.0107241,0.0107241
59,0.097199,0.097199,0.097199,0.097199,0.097199,0.097199,0.097199,0.097199,0.097199,0.097199,0.00115748,0.00115748,0.00115748,0.00115748,0.00115748,0.00115748,0.00115748,0.00115748,0.00115748,0.00115748,0.00164354,0.00164354,0.00164354,0.00164354,0.00164354,0.00164354,0.00164354,0.00164354,0.00164354,0.00164354,0.002845,0.002845,0.002845,0.002845,0.002845,0.002845,0.002845,0.002845,0.002845,0.002845,0.00569,0.0115748,0.0115748,0.0115748
60,0.096972,0.096972,0.096972,0.096972,0.096972,0.096972,0.096972,0.096972,0.096972,0.096972,0.00124876,0.00124876,0.00124876,0.00124876,0.00124876,0.00124876,0.00124876,0.00124876,0.00124876,0.00124876,0.00177919,0.00177919,0.00177919,0.00177919,0.00177919,0.00177919,0.00177919,0.00177919,0.00177919,0.00177919,0.00307661,0.00307661,0.00307661,0.00307661,0.00307661,0.00307661,0.00307661,0.00307661,0.00307661,0.00307661,0.00615322,0.0124876,0.0124876,0.0124876
61,0.0967279,0.0967279,0.0967279,0.0967279,0.0967279,0.0967279,0.0967279,0.0967279,0.0967279,0.0967279,0.00134661,0.00134661,0.00134661,0.00134661,0.00134661,0.00134661,0.00134661,0.00134661,0.00134661,0.00134661,0.00192548,0.00192548,0.00192548,0.00192548,0.00192548,0.00192548,0.00192548,0.00192548,0.00192548,0.00192548,0.00332582,0.00332582,0.00332582,0.00332582,0.00332582,0.00332582,0.00332582,0.00332582,0.00332582,0.00332582,0.00665164,0.0134661,0.0134661,0.0134661
62,0.0964654,0.0964654,0.0964654,0.0964654,0.0964654,0.0964654,0.0964654,0.0964654,0.0964654,0.0964654,0.0014514,0.0014514,0.0014514,0.0014514,0.0014514,0.0014514,0.0014514,0.0014514,0.0014514,0.0014514,0.00208317,0.00208317,0.00208317,0.00208317,0.00208317,0.00208317,0.00208317,0.00208317,0.00208317,0.00208317,0.00359379,0.00359379,0.00359379,0.00359379,0.00359379,0.00359379,0.00359379,0.00359379,0.00359379,0.00359379,0.00718758,0.014514,0.014514,0.014514
63,0.0961834,0.0961834,0.0961834,0.0961834,0.0961834,0.0961834,0.0961834,0.0961834,0.0961834,0.0961834,0.00156349,0.00156349,0.00156349,0.00156349,0.00156349,0.00156349,0.00156349,0.00156349,0.00156349,0.00156349,0.00225307,0.00225307,0.00225307,0.00225307,0.00225307,0.00225307,0.00225307,0.00225307,0.00225307,0.00225307,0.00388172,0.00388172,0.00388172,0.00388172,0.00388172,0.00388172,0.00388172,0.00388172,0.00388172,0.00388172,0.00776344,0.0156349,0.0156349,0.0156349
64,0.0958807,0.0958807,0.0958807,0.0958807,0.0958807,0.0958807,0.0958807,0.0958807,0.0958807,0.0958807,0.00168327,0.00168327,0.00168327,0.00168327,0.00168327,0.00168327,0.00168327,0.00168327,0.00168327,0.00168327,0.00243601,0.00243601,0.00243601,0.00243601,0.00243601,0.00243601,0.00243601,0.00243601,0.00243601,0.00243601,0.00419086,0.00419086,0.00419086,0.00419086,0.00419086,0.00419086,0.00419086,0.00419086,0.00419086,0.00419086,0.00838171,0.0168327,0.0168327,0.0168327
65,0.095556,0.095556,0.095556,0.095556,0.095556,0.095556,0.095556,0.095556,0.095556,0.095556,0.0018111,0.0018111,0.0018111,0.0018111,0.0018111,0.0018111,0.0018111,0.0018111,0.0018111,0.0018111,0.00263287,0.00263287,0.00263287,0.00263287,0.00263287,0.00263287,0.00263287,0.00263287,0.00263287,0.00263287,0.00452248,0.00452248,0.00452248,0.00452248,0.00452248,0.00452248,0.00452248,0.00452248,0.00452248,0.00452248,0.00904497,0.018111,0.018111,0.018111
66,0.0952081,0.0952081,0.0952081,0.0952081,0.0952081,0.0952081,0.0952081,0.0952081,0.0952081,0.0952081,0.00194733,0.00194733,0.00194733,0.00194733,0.00194733,0.00194733,0.00194733,0.00194733,0.00194733,0.00194733,0.00284458,0.00284458,0.00284458,0.00284458,0.00284458,0.00284458,0.00284458,0.00284458,0.00284458,0.00284458,0.00487792,0.00487792,0.00487792,0.00487792,0.00487792,0.00487792,0.00487792,0.00487792,0.00487792,0.00487792,0.00975585,0.0194733,0.0194733,0.0194733
67,0.0948356,0.0948356,0.0948356,0.0948356,0.0948356,0.0948356,0.0948356,0.0948356,0.0948356,0.0948356,0.00209232,0.00209232,0.00209232,0.00209232,0.00209232,0.00209232,0.00209232,0.00209232,0.00209232,0.00209232,0.00307208,0.00307208,0.00307208,0.00307208,0.00307208,0.00307208,0.00307208,0.00307208,0.00307208,0.00307208,0.00525852,0.00525852,0.00525852,0.00525852,0.00525852,0.00525852,0.00525852,0.00525852,0.00525852,0.00525852,0.010517,0.0209232,0.0209232,0.0209232
68,0.0944372,0.0944372,0.0944372,0.0944372,0.0944372,0.0944372,0.0944372,0.0944372,0.0944372,0.0944372,0.00224638,0.00224638,0.00224638,0.00224638,0.00224638,0.00224638,0.00224638,0.00224638,0.00224638,0.00224638,0.00331639,0.00331639,0.00331639,0.00331639,0.00331639,0.00331639,0.00331639,0.00331639,0.00331639,0.00331639,0.00566564,0.00566564,0.00566564,0.00566564,0.00566564,0.00566564,0.00566564,0.00566564,0.00566564,0.00566564,0.0113313,0.0224638,0.0224638,0.0224638
69,0.0940117,0.0940117,0.0940117,0.0940117,0.0940117,0.0940117,0.0940117,0.0940117,0.0940117,0.0940117,0.00240982,0.00240982,0.00240982,0.00240982,0.00240982,0.00240982,0.00240982,0.00240982,0.00240982,0.00240982,0.00357853,0.00357853,0.00357853,0.00357853,0.00357853,0.00357853,0.00357853,0.00357853,0.00357853,0.00357853,0.00610066,0.00610066,0.00610066,0.00610066,0.00610066,0.00610066,0.00610066,0.00610066,0.00610066,0.00610066,0.0122013,0.0240982,0.0240982,0.0240982
70,0.0935576,0.0935576,0.0935576,0.0935576,0.0935576,0.0935576,0.0935576,0.0935576,0.0935576,0.0935576,0.0025829,0.0025829,0.0025829,0.0025829,0.0025829,0.0025829,0.0025829,0.0025829,0.0025829,0.0025829,0.00385955,0.00385955,0.00385955,0.00385955,0.00385955,0.00385955,0.00385955,0.00385955,0.00385955,0.00385955,0.00656494,0.00656494,0.00656494,0.00656494,0.00656494,0.00656494,0.00656494,0.00656494,0.00656494,0.00656494,0.0131299,0.025829,0.025829,0.025829
71,0.0930736,0.0930736,0.0930736,0.0930736,0.0930736,0.0930736,0.0930736,0.0930736,0.0930736,0.0930736,0.00276583,0.00276583,0.00276583,0.00276583,0.00276583,0.00276583,0.00276583,0.00276583,0.00276583,0.00276583,0.00416055,0.00416055,0.00416055,0.00416055,0.00416055,0.00416055,0.00416055,0.00416055,0.00416055,0.00416055,0.00705985,0.00705985,0.00705985,0.00705985,0.00705985,0.00705985,0.00705985,0.00705985,0.00705985,0.00705985,0.0141197,0.0276583,0.0276583,0.0276583
72,0.0927996,0.0927996,0.0927821,0.0927796,0.0927796,0.0927796,0.0927796,0.0927796,0.0927796,0.0927796,0.00272847,0.00272847,0.00274522,0.00274761,0.00274761,0.00274761,0.00274761,0.00274761,0.00274761,0.00274761,0.00447189,0.00447189,0.00447269,0.0044728,0.0044728,0.0044728,0.0044728,0.0044728,0.0044728,0.0044728,0.00734565,0.00734565,0.00736321,0.00736571,0.00736571,0.00736571,0.00736571,0.00736571,0.00736571,0.00736571,0.0146913,0.0272847,0.0274522,0.0274761
73,0.0925777,0.0925777,0.0925396,0.0925342,0.0925342,0.0925342,0.0925342,0.0925342,0.0925342,0.0925342,0.00264937,0.00264937,0.00268363,0.00268851,0.00268851,0.00268851,0.00268851,0.00268851,0.00268851,0.00268851,0.00477296,0.00477296,0.00477676,0.0047773,0.0047773,0.0047773,0.0047773,0.0047773,0.0047773,0.0047773,0.0075803,0.0075803,0.00761836,0.00762379,0.00762379,0.00762379,0.00762379,0.00762379,0.00762379,0.00762379,0.0151606,0.0264937,0.0268363,0.0268851
74,0.0923625,0.0923625,0.0923045,0.0922962,0.0922962,0.0922962,0.0922962,0.0922962,0.0922962,0.0922962,0.00257334,0.00257334,0.00262265,0.00262968,0.00262968,0.00262968,0.00262968,0.00262968,0.00262968,0.00262968,0.00506418,0.00506418,0.00507286,0.00507409,0.00507409,0.00507409,0.00507409,0.00507409,0.00507409,0.00507409,0.00780896,0.00780896,0.00786697,0.00787525,0.00787525,0.00787525,0.00787525,0.00787525,0.00787525,0.00787525,0.0156179,0.0257334,0.0262265,0.0262968
75,0.092154,0.092154,0.0920766,0.0920655,0.0920655,0.0920655,0.0920655,0.0920655,0.0920655,0.0920655,0.00250014,0.00250014,0.00256235,0.00257121,0.00257121,0.00257121,0.00257121,0.00257121,0.00257121,0.00257121,0.00534591,0.00534591,0.00536108,0.00536324,0.00536324,0.00536324,0.00536324,0.00536324,0.00536324,0.00536324,0.00803175,0.00803175,0.00810918,0.00812022,0.00812022,0.00812022,0.00812022,0.00812022,0.00812022,0.00812022,0.0160635,0.0250014,0.0256235,0.0257121
76,0.0919519,0.0919519,0.0918557,0.091842,0.091842,0.091842,0.091842,0.091842,0.091842,0.091842,0.00242958,0.00242958,0.00250276,0.00251318,0.00251318,0.00251318,0.00251318,0.00251318,0.00251318,0.00251318,0.00561849,0.00561849,0.00564152,0.00564481,0.00564481,0.00564481,0.00564481,0.00564481,0.00564481,0.00564481,0.0082488,0.0082488,0.00834512,0.00835884,0.00835884,0.00835884,0.00835884,0.00835884,0.00835884,0.00835884,0.0164976,0.0242958,0.0250276,0.0251318
77,0.0917563,0.0917563,0.0916418,0.0916255,0.0916255,0.0916255,0.0916255,0.0916255,0.0916255,0.0916255,0.00236148,0.00236148,0.00244394,0.00245567,0.00245567,0.00245567,0.00245567,0.00245567,0.00245567,0.00245567,0.00588225,0.00588225,0.0059143,0.00591887,0.00591887,0.00591887,0.00591887,0.00591887,0.00591887,0.00591887,0.00846021,0.00846021,0.00857491,0.00859124,0.00859124,0.00859124,0.00859124,0.00859124,0.00859124,0.00859124,0.0169204,0.0236148,0.0244394,0.0245567
78,0.0915669,0.0915669,0.0914346,0.0914157,0.0914157,0.0914157,0.0914157,0.0914157,0.0914157,0.0914157,0.00229567,0.00229567,0.00238591,0.00239875,0.00239875,0.00239875,0.00239875,0.00239875,0.00239875,0.00239875,0.00613748,0.00613748,0.00617953,0.00618552,0.00618552,0.00618552,0.00618552,0.00618552,0.00618552,0.00618552,0.0086661,0.0086661,0.00879867,0.00881754,0.00881754,0.00881754,0.00881754,0.00881754,0.00881754,0.00881754,0.0173322,0.0229567,0.0238591,0.0239875
79,0.0913835,0.0913835,0.091234,0.0912127,0.0912127,0.0912127,0.0912127,0.0912127,0.0912127,0.0912127,0.00223201,0.00223201,0.00232871,0.00234246,0.00234246,0.00234246,0.00234246,0.00234246,0.00234246,0.00234246,0.00638448,0.00638448,0.00643731,0.00644484,0.00644484,0.00644484,0.00644484,0.00644484,0.00644484,0.00644484,0.00886659,0.00886659,0.00901654,0.00903787,0.00903787,0.00903787,0.00903787,0.00903787,0.00903787,0.00903787,0.0177332,0.0223201,0.0232871,0.0234246
80,0.0912061,0.0912061,0.0910399,0.0910162,0.0910162,0.0910162,0.0910162,0.0910162,0.0910162,0.0910162,0.00217038,0.00217038,0.00227237,0.00228686,0.00228686,0.00228686,0.00228686,0.00228686,0.00228686,0.00228686,0.0066235,0.0066235,0.00668777,0.00669693,0.00669693,0.00669693,0.00669693,0.00669693,0.00669693,0.00669693,0.0090618,0.0090618,0.00922864,0.00925237,0.00925237,0.00925237,0.00925237,0.00925237,0.00925237,0.00925237,0.0181236,0.0217038,0.0227237,0.0228686
81,0.0910346,0.0910346,0.0908521,0.0908261,0.0908261,0.0908261,0.0908261,0.0908261,0.0908261,0.0908261,0.00211066,0.00211066,0.00221691,0.002232,0.002232,0.002232,0.002232,0.002232,0.002232,0.002232,0.00685479,0.00685479,0.00693104,0.00694189,0.00694189,0.00694189,0.00694189,0.00694189,0.00694189,0.00694189,0.00925184,0.00925184,0.0094351,0.00946115,0.00946115,0.00946115,0.00946115,0.00946115,0.00946115,0.00946115,0.0185037,0.0211066,0.0221691,0.02232
82,0.0908687,0.0908687,0.0906704,0.0906423,0.0906423,0.0906423,0.0906423,0.0906423,0.0906423,0.0906423,0.00205274,0.00205274,0.00216235,0.00217791,0.00217791,0.00217791,0.00217791,0.00217791,0.00217791,0.00217791,0.0070786,0.0070786,0.00716723,0.00717983,0.00717983,0.00717983,0.00717983,0.00717983,0.00717983,0.00717983,0.00943683,0.00943683,0.00963605,0.00966435,0.00966435,0.00966435,0.00966435,0.00966435,0.00966435,0.00966435,0.0188737,0.0205274,0.0216235,0.0217791
83,0.0907083,0.0907083,0.0904948,0.0904645,0.0904645,0.0904645,0.0904645,0.0904645,0.0904645,0.0904645,0.00199654,0.00199654,0.00210871,0.00212462,0.00212462,0.00212462,0.00212462,0.00212462,0.00212462,0.00212462,0.00729515,0.00729515,0.00739646,0.00741087,0.00741087,0.00741087,0.00741087,0.00741087,0.00741087,0.00741087,0.00961687,0.00961687,0.0098316,0.0098621,0.0098621,0.0098621,0.0098621,0.0098621,0.0098621,0.0098621,0.0192337,0.0199654,0.0210871,0.0212462
84,0.0905534,0.0905534,0.0903251,0.0902927,0.0902927,0.0902927,0.0902927,0.0902927,0.0902927,0.0902927,0.00194197,0.00194197,0.002056,0.00207218,0.00207218,0.00207218,0.00207218,0.00207218,0.00207218,0.00207218,0.00750466,0.00750466,0.00761888,0.00763512,0.00763512,0.00763512,0.00763512,0.00763512,0.00763512,0.00763512,0.00979208,0.00979208,0.0100219,0.0100545,0.0100545,0.0100545,0.0100545,0.0100545,0.0100545,0.0100545,0.0195842,0.0194197,0.02056,0.0207218
85,0.0904037,0.0904037,0.0901612,0.0901267,0.0901267,0.0901267,0.0901267,0.0901267,0.0901267,0.0901267,0.00188896,0.00188896,0.00200425,0.00202059,0.00202059,0.00202059,0.00202059,0.00202059,0.00202059,0.00202059,0.00770732,0.00770732,0.00783459,0.00785268,0.00785268,0.00785268,0.00785268,0.00785268,0.00785268,0.00785268,0.00996257,0.00996257,0.010207,0.0102417,0.0102417,0.0102417,0.0102417,0.0102417,0.0102417,0.0102417,0.0199251,0.0188896,0.0200425,0.0202059
86,0.0902592,0.0902592,0.0900028,0.0899664,0.0899664,0.0899664,0.0899664,0.0899664,0.0899664,0.0899664,0.00183743,0.00183743,0.00195344,0.00196988,0.00196988,0.00196988,0.00196988,0.00196988,0.00196988,0.00196988,0.00790334,0.00790334,0.00804375,0.0080637,0.0080637,0.0080637,0.0080637,0.0080637,0.0080637,0.0080637,0.0101284,0.0101284,0.0103871,0.0104238,0.0104238,0.0104238,0.0104238,0.0104238,0.0104238,0.0104238,0.0202569,0.0183743,0.0195344,0.0196988
87,0.0901198,0.0901198,0.0898499,0.0898117,0.0898117,0.0898117,0.0898117,0.0898117,0.0898117,0.0898117,0.00178733,0.00178733,0.0019036,0.00192007,0.00192007,0.00192007,0.00192007,0.00192007,0.00192007,0.00192007,0.0080929,0.0080929,0.00824646,0.00826828,0.00826828,0.00826828,0.00826828,0.00826828,0.00826828,0.00826828,0.0102898,0.0102898,0.0105623,0.010601,0.010601,0.010601,0.010601,0.010601,0.010601,0.010601,0.0205797,0.0178733,0.019036,0.0192007
88,0.0899852,0.0899852,0.0897024,0.0896623,0.0896623,0.0896623,0.0896623,0.0896623,0.0896623,0.0896623,0.00173861,0.00173861,0.00185473,0.00187117,0.00187117,0.00187117,0.00187117,0.00187117,0.00187117,0.00187117,0.00827619,0.00827619,0.00844287,0.00846655,0.00846655,0.00846655,0.00846655,0.00846655,0.00846655,0.00846655,0.0104468,0.0104468,0.0107327,0.0107733,0.0107733,0.0107733,0.0107733,0.0107733,0.0107733,0.0107733,0.0208936,0.0173861,0.0185473,0.0187117
89,0.0898554,0.0898554,0.0895601,0.0895182,0.0895182,0.0895182,0.0895182,0.0895182,0.0895182,0.0895182,0.0016912,0.0016912,0.00180683,0.0018232,0.0018232,0.0018232,0.0018232,0.0018232,0.0018232,0.0018232,0.00845337,0.00845337,0.00863311,0.00865863,0.00865863,0.00865863,0.00865863,0.00865863,0.00865863,0.00865863,0.0105995,0.0105995,0.0108984,0.0109408,0.0109408,0.0109408,0.0109408,0.0109408,0.0109408,0.0109408,0.021199,0.016912,0.0180683,0.018232
90,0.0897303,0.0897303,0.0894228,0.0893792,0.0893792,0.0893792,0.0893792,0.0893792,0.0893792,0.0893792,0.00164506,0.00164506,0.0017599,0.00177615,0.00177615,0.00177615,0.00177615,0.00177615,0.00177615,0.00177615,0.00862462,0.00862462,0.00881729,0.00884465,0.00884465,0.00884465,0.00884465,0.00884465,0.00884465,0.00884465,0.010748,0.010748,0.0110596,0.0111038,0.0111038,0.0111038,0.0111038,0.0111038,0.0111038,0.0111038,0.021496,0.0164506,0.017599,0.0177615
91,0.0896098,0.0896098,0.0892905,0.0892452,0.0892452,0.0892452,0.0892452,0.0892452,0.0892452,0.0892452,0.00160015,0.00160015,0.00171394,0.00173003,0.00173003,0.00173003,0.00173003,0.00173003,0.00173003,0.00173003,0.0087901,0.0087901,0.00899557,0.00902473,0.00902473,0.00902473,0.00902473,0.00902473,0.00902473,0.00902473,0.0108924,0.0108924,0.0112163,0.0112622,0.0112622,0.0112622,0.0112622,0.0112622,0.0112622,0.0112622,0.0217849,0.0160015,0.0171394,0.0173003
92,0.0894936,0.0894936,0.089163,0.0891161,0.0891161,0.0891161,0.0891161,0.0891161,0.0891161,0.0891161,0.00155643,0.00155643,0.00166895,0.00168485,0.00168485,0.00168485,0.00168485,0.00168485,0.00168485,0.00168485,0.00894996,0.00894996,0.00916805,0.009199,0.009199,0.009199,0.009199,0.009199,0.009199,0.009199,0.0110329,0.0110329,0.0113687,0.0114163,0.0114163,0.0114163,0.0114163,0.0114163,0.0114163,0.0114163,0.0220657,0.0155643,0.0166895,0.0168485
