t,Sv0,Sv1,Ss0,Sg0,Sg1,Iv0,Iv1,Is0,Ig0,Ig1,Rv0,Rv1,Rs0,Rg0,Rg1,cumIv0,cumIv1,cumIs0,cumIg0,cumIg1,cumIv, pIv,pIs,pIg
97,0.178267,0.178267,0.177842,0.177633,0.177633,0.00257956,0.00257956,0.00269342,0.00274922,0.00274922,0.0191532,0.0191532,0.0194641,0.0196175,0.0196175,0.023037,0.023037,0.0234714,0.0236855,0.0236855,0.046074,0.0128978,0.0134671,0.0137461
98,0.178101,0.178101,0.177667,0.177453,0.177453,0.00250186,0.00250186,0.00261328,0.00266787,0.00266787,0.0193969,0.0193969,0.01972,0.0198795,0.0198795,0.0232557,0.0232557,0.0237009,0.0239202,0.0239202,0.0465115,0.0125093,0.0130664,0.0133393
99,0.177943,0.177943,0.177499,0.17728,0.17728,0.00242636,0.00242636,0.0025353,0.00258864,0.00258864,0.0196309,0.0196309,0.019966,0.0201313,0.0201313,0.0234678,0.0234678,0.0239233,0.0241476,0.0241476,0.0469355,0.0121318,0.0126765,0.0129432
100,0.177791,0.177791,0.177338,0.177115,0.177115,0.00235302,0.00235302,0.00245943,0.00251152,0.00251152,0.0198557,0.0198557,0.0202024,0.0203734,0.0203734,0.0236733,0.0236733,0.0241388,0.024368,0.024368,0.0473465,0.0117651,0.0122972,0.0125576
101,0.177647,0.177647,0.177185,0.176958,0.176958,0.00228178,0.00228178,0.00238565,0.00243647,0.00243647,0.0200714,0.0200714,0.0204294,0.0206059,0.0206059,0.0238724,0.0238724,0.0243477,0.0245817,0.0245817,0.0477448,0.0114089,0.0119282,0.0121824
102,0.177509,0.177509,0.177039,0.176807,0.176807,0.00221259,0.00221259,0.0023139,0.00236345,0.00236345,0.0202783,0.0202783,0.0206473,0.0208292,0.0208292,0.0240654,0.0240654,0.0245501,0.0247887,0.0247887,0.0481309,0.011063,0.0115695,0.0118173
103,0.177378,0.177378,0.176899,0.176664,0.176664,0.00214539,0.00214539,0.00224414,0.00229243,0.00229243,0.0204767,0.0204767,0.0208564,0.0210435,0.0210435,0.0242525,0.0242525,0.0247463,0.0249893,0.0249893,0.048505,0.010727,0.0112207,0.0114621
104,0.177253,0.177253,0.176767,0.176528,0.176528,0.00208014,0.00208014,0.00217633,0.00222336,0.00222336,0.0206669,0.0206669,0.0210569,0.021249,0.021249,0.0244338,0.0244338,0.0249364,0.0251837,0.0251837,0.0488675,0.0104007,0.0108817,0.0111168
105,0.177134,0.177134,0.176641,0.176398,0.176398,0.00201677,0.00201677,0.00211044,0.00215621,0.00215621,0.020849,0.020849,0.021249,0.021446,0.021446,0.0246094,0.0246094,0.0251206,0.025372,0.025372,0.0492188,0.0100839,0.0105522,0.0107811
106,0.177021,0.177021,0.176521,0.176274,0.176274,0.00195525,0.00195525,0.00204641,0.00209094,0.00209094,0.0210234,0.0210234,0.0214331,0.0216348,0.0216348,0.0247796,0.0247796,0.0252991,0.0255545,0.0255545,0.0495593,0.00977627,0.010232,0.0104547
107,0.176914,0.176914,0.176407,0.176157,0.176157,0.00189553,0.00189553,0.0019842,0.00202751,0.00202751,0.0211902,0.0211902,0.0216093,0.0218156,0.0218156,0.0249446,0.0249446,0.025472,0.0257314,0.0257314,0.0498891,0.00947766,0.00992102,0.0101376
108,0.176813,0.176813,0.176298,0.176046,0.176046,0.00183756,0.00183756,0.00192378,0.00196589,0.00196589,0.0213497,0.0213497,0.0217778,0.0219885,0.0219885,0.0251044,0.0251044,0.0256396,0.0259027,0.0259027,0.0502088,0.0091878,0.00961891,0.00982943
109,0.176717,0.176717,0.176196,0.17594,0.17594,0.00178129,0.00178129,0.0018651,0.00190602,0.00190602,0.0215022,0.0215022,0.021939,0.0221539,0.0221539,0.0252592,0.0252592,0.025802,0.0260688,0.0260688,0.0505185,0.00890645,0.00932551,0.00953008
110,0.176626,0.176626,0.176099,0.17584,0.17584,0.00172668,0.00172668,0.00180812,0.00184787,0.00184787,0.0216477,0.0216477,0.022093,0.022312,0.022312,0.0254093,0.0254093,0.0259593,0.0262296,0.0262296,0.0508186,0.00863339,0.0090406,0.00923934
111,0.17654,0.17654,0.176007,0.175746,0.175746,0.00167368,0.00167368,0.00175279,0.0017914,0.0017914,0.0217866,0.0217866,0.02224,0.022463,0.022463,0.0255547,0.0255547,0.0261117,0.0263855,0.0263855,0.0511093,0.0083684,0.00876397,0.00895699
112,0.176459,0.176459,0.175921,0.175656,0.175656,0.00162225,0.00162225,0.00169909,0.00173657,0.00173657,0.021919,0.021919,0.0223802,0.0226071,0.0226071,0.0256955,0.0256955,0.0262594,0.0265365,0.0265365,0.0513911,0.00811127,0.00849543,0.00868285
113,0.176382,0.176382,0.175839,0.175572,0.175572,0.00157236,0.00157236,0.00164696,0.00168334,0.00168334,0.0220452,0.0220452,0.0225139,0.0227445,0.0227445,0.025832,0.025832,0.0264025,0.0266828,0.0266828,0.051664,0.00786179,0.00823478,0.0084167
114,0.176311,0.176311,0.175762,0.175492,0.175492,0.00152357,0.00152357,0.00159651,0.00163223,0.00163223,0.0221652,0.0221652,0.0226413,0.0228754,0.0228754,0.0259639,0.0259639,0.0265413,0.0268251,0.0268251,0.0519277,0.00761787,0.00798255,0.00816116
115,0.176245,0.176245,0.17569,0.175416,0.175416,0.00147559,0.00147559,0.00154784,0.00158365,0.00158365,0.0222793,0.0222793,0.0227626,0.0230002,0.0230002,0.0260909,0.0260909,0.026676,0.0269641,0.0269641,0.0521817,0.00737794,0.00773922,0.00791827
116,0.176184,0.176184,0.175621,0.175343,0.175343,0.00142849,0.00142849,0.00150089,0.00153741,0.00153741,0.0223876,0.0223876,0.0228779,0.0231191,0.0231191,0.0262132,0.0262132,0.0268069,0.0271,0.0271,0.0524264,0.00714245,0.00750445,0.00768705
117,0.176128,0.176128,0.175557,0.175274,0.175274,0.00138236,0.00138236,0.00145558,0.00149333,0.00149333,0.0224901,0.0224901,0.0229876,0.0232324,0.0232324,0.026331,0.026331,0.0269341,0.0272327,0.0272327,0.0526621,0.00691178,0.00727792,0.00746664
118,0.176076,0.176076,0.175496,0.175208,0.175208,0.00133724,0.00133724,0.00141187,0.00145125,0.00145125,0.022587,0.022587,0.0230917,0.0233404,0.0233404,0.0264446,0.0264446,0.0270577,0.0273624,0.0273624,0.0528892,0.00668621,0.00705934,0.00725627
119,0.176028,0.176028,0.17544,0.175146,0.175146,0.0012932,0.0012932,0.00136968,0.00141105,0.00141105,0.0226784,0.0226784,0.0231906,0.0234433,0.0234433,0.026554,0.026554,0.0271778,0.0274892,0.0274892,0.053108,0.00646598,0.00684842,0.00705525
120,0.175985,0.175985,0.175387,0.175086,0.175086,0.00125025,0.00125025,0.00132898,0.00137259,0.00137259,0.0227646,0.0227646,0.0232844,0.0235413,0.0235413,0.0266595,0.0266595,0.0272945,0.0276131,0.0276131,0.0533189,0.00625127,0.00664491,0.00686294
121,0.175946,0.175946,0.175337,0.17503,0.17503,0.00120844,0.00120844,0.00128971,0.00133576,0.00133576,0.0228455,0.0228455,0.0233732,0.0236347,0.0236347,0.0267611,0.0267611,0.027408,0.0277343,0.0277343,0.0535222,0.00604221,0.00644853,0.0066788
122,0.175911,0.175911,0.175291,0.174976,0.174976,0.00116777,0.00116777,0.00125181,0.00130046,0.00130046,0.0229215,0.0229215,0.0234573,0.0237236,0.0237236,0.0268591,0.0268591,0.0275184,0.0278528,0.0278528,0.0537181,0.00583887,0.00625906,0.00650231
123,0.175879,0.175879,0.175248,0.174925,0.174925,0.00112826,0.00112826,0.00121525,0.0012666,0.0012666,0.0229925,0.0229925,0.0235369,0.0238083,0.0238083,0.0269535,0.0269535,0.0276258,0.0279687,0.0279687,0.053907,0.00564131,0.00607625,0.00633301
124,0.175851,0.175851,0.175208,0.174877,0.174877,0.00108991,0.00108991,0.00117998,0.0012341,0.0012341,0.0230589,0.0230589,0.0236121,0.0238888,0.0238888,0.0270446,0.0270446,0.0277302,0.0280821,0.0280821,0.0540891,0.00544955,0.00589989,0.0061705
125,0.175827,0.175827,0.175171,0.174832,0.174832,0.00105271,0.00105271,0.00114595,0.00120288,0.00120288,0.0231206,0.0231206,0.023683,0.0239655,0.0239655,0.0271324,0.0271324,0.0278319,0.028193,0.028193,0.0542647,0.00526357,0.00572975,0.00601439
126,0.175805,0.175805,0.175137,0.174789,0.174789,0.00101667,0.00101667,0.00111313,0.00117287,0.00117287,0.0231779,0.0231779,0.0237498,0.0240383,0.0240383,0.027217,0.027217,0.0279309,0.0283016,0.0283016,0.0544341,0.00508334,0.00556563,0.00586434
127,0.175787,0.175787,0.175106,0.174748,0.174748,0.000981763,0.000981763,0.00108147,0.00114401,0.00114401,0.0232309,0.0232309,0.0238127,0.0241075,0.0241075,0.0272987,0.0272987,0.0280273,0.0284079,0.0284079,0.0545975,0.00490881,0.00540733,0.00572004
128,0.175772,0.175772,0.175077,0.174711,0.174711,0.000947983,0.000947983,0.00105093,0.00111624,0.00111624,0.0232798,0.0232798,0.0238717,0.0241732,0.0241732,0.0273775,0.0273775,0.0281211,0.028512,0.028512,0.0547551,0.00473992,0.00525465,0.00558119
129,0.17576,0.17576,0.175051,0.174675,0.174675,0.000915313,0.000915313,0.00102148,0.00108951,0.00108951,0.0233246,0.0233246,0.0239272,0.0242356,0.0242356,0.0274536,0.0274536,0.0282126,0.028614,0.028614,0.0549071,0.00457657,0.00510742,0.00544754
130,0.175751,0.175751,0.175028,0.174641,0.174641,0.000883733,0.000883733,0.000993088,0.00106377,0.00106377,0.0233656,0.0233656,0.0239791,0.0242948,0.0242948,0.0275269,0.0275269,0.0283017,0.0287139,0.0287139,0.0550539,0.00441867,0.00496544,0.00531884
131,0.175744,0.175744,0.175007,0.17461,0.17461,0.000853224,0.000853224,0.00096571,0.00103897,0.00103897,0.0234029,0.0234029,0.0240276,0.0243508,0.0243508,0.0275978,0.0275978,0.0283886,0.0288118,0.0288118,0.0551955,0.00426612,0.00482855,0.00519487
132,0.17574,0.17574,0.174988,0.174581,0.174581,0.000823761,0.000823761,0.000939316,0.00101508,0.00101508,0.0234366,0.0234366,0.0240728,0.0244038,0.0244038,0.0276661,0.0276661,0.0284734,0.0289077,0.0289077,0.0553323,0.00411881,0.00469658,0.00507542
133,0.175738,0.175738,0.174971,0.174554,0.174554,0.000795323,0.000795323,0.000913872,0.000992059,0.000992059,0.0234668,0.0234668,0.0241149,0.024454,0.024454,0.0277322,0.0277322,0.028556,0.0290018,0.0290018,0.0554643,0.00397661,0.00456936,0.0049603
134,0.175738,0.175738,0.174957,0.174529,0.174529,0.000767883,0.000767883,0.000889347,0.000969865,0.000969865,0.0234937,0.0234937,0.024154,0.0245014,0.0245014,0.0277959,0.0277959,0.0286367,0.029094,0.029094,0.0555918,0.00383942,0.00444674,0.00484932
135,0.175741,0.175741,0.174944,0.174505,0.174505,0.000741418,0.000741418,0.000865712,0.000948467,0.000948467,0.0235173,0.0235173,0.0241902,0.0245461,0.0245461,0.0278575,0.0278575,0.0287155,0.0291846,0.0291846,0.055715,0.00370709,0.00432856,0.00474233
136,0.175746,0.175746,0.174934,0.174484,0.174484,0.000715901,0.000715901,0.000842936,0.000927834,0.000927834,0.0235379,0.0235379,0.0242236,0.0245883,0.0245883,0.027917,0.027917,0.0287924,0.0292734,0.0292734,0.055834,0.00357951,0.00421468,0.00463917
137,0.175753,0.175753,0.174925,0.174464,0.174464,0.000691306,0.000691306,0.000820991,0.000907938,0.000907938,0.0235554,0.0235554,0.0242542,0.024628,0.024628,0.0279745,0.0279745,0.0288675,0.0293606,0.0293606,0.055949,0.00345653,0.00410496,0.00453969
138,0.175762,0.175762,0.174918,0.174446,0.174446,0.000667607,0.000667607,0.00079985,0.000888752,0.000888752,0.0235702,0.0235702,0.0242823,0.0246653,0.0246653,0.0280301,0.0280301,0.0289409,0.0294462,0.0294462,0.0560602,0.00333804,0.00399925,0.00444376
139,0.175773,0.175773,0.174913,0.174429,0.174429,0.000644778,0.000644778,0.000779485,0.000870248,0.000870248,0.0235821,0.0235821,0.0243079,0.0247003,0.0247003,0.0280838,0.0280838,0.0290127,0.0295304,0.0295304,0.0561676,0.00322389,0.00389743,0.00435124
140,0.175786,0.175786,0.174909,0.174415,0.174415,0.000622791,0.000622791,0.000759872,0.000852405,0.000852405,0.0235915,0.0235915,0.024331,0.0247331,0.0247331,0.0281358,0.0281358,0.0290829,0.029613,0.029613,0.0562716,0.00311396,0.00379936,0.00426202
141,0.1758,0.1758,0.174907,0.174401,0.174401,0.000601622,0.000601622,0.000740985,0.000835198,0.000835198,0.0235983,0.0235983,0.0243519,0.0247637,0.0247637,0.028186,0.028186,0.0291516,0.0296943,0.0296943,0.0563721,0.00300811,0.00370492,0.00417599
142,0.175816,0.175816,0.174907,0.174389,0.174389,0.000581243,0.000581243,0.0007228,0.000818606,0.000818606,0.0236026,0.0236026,0.0243706,0.0247923,0.0247923,0.0282347,0.0282347,0.0292188,0.0297742,0.0297742,0.0564693,0.00290622,0.003614,0.00409303
143,0.175834,0.175834,0.174908,0.174378,0.174378,0.000561631,0.000561631,0.000705294,0.000802609,0.000802609,0.0236046,0.0236046,0.0243871,0.0248189,0.0248189,0.0282817,0.0282817,0.0292846,0.0298528,0.0298528,0.0565635,0.00280815,0.00352647,0.00401305
144,0.175853,0.175853,0.17491,0.174369,0.174369,0.000542758,0.000542758,0.000688445,0.000787188,0.000787188,0.0236044,0.0236044,0.0244016,0.0248437,0.0248437,0.0283273,0.0283273,0.0293491,0.0299301,0.0299301,0.0566546,0.00271379,0.00344222,0.00393594
145,0.175873,0.175873,0.174914,0.174361,0.174361,0.000524602,0.000524602,0.000672231,0.000772325,0.000772325,0.023602,0.023602,0.0244141,0.0248666,0.0248666,0.0283714,0.0283714,0.0294122,0.0300062,0.0300062,0.0567428,0.00262301,0.00336115,0.00386162
146,0.175895,0.175895,0.174919,0.174354,0.174354,0.000507136,0.000507136,0.00065663,0.000758001,0.000758001,0.0235975,0.0235975,0.0244247,0.0248877,0.0248877,0.0284141,0.0284141,0.0294742,0.0300812,0.0300812,0.0568283,0.00253568,0.00328315,0.00379001
147,0.175919,0.175919,0.174925,0.174349,0.174349,0.000490339,0.000490339,0.000641624,0.000744202,0.000744202,0.0235911,0.0235911,0.0244335,0.0249071,0.0249071,0.0284555,0.0284555,0.0295349,0.030155,0.030155,0.056911,0.00245169,0.00320812,0.00372101
148,0.175943,0.175943,0.174932,0.174344,0.174344,0.000474186,0.000474186,0.000627193,0.000730911,0.000730911,0.0235827,0.0235827,0.0244406,0.0249249,0.0249249,0.0284956,0.0284956,0.0295945,0.0302278,0.0302278,0.0569913,0.00237093,0.00313596,0.00365455
149,0.175969,0.175969,0.174941,0.174341,0.174341,0.000458655,0.000458655,0.000613317,0.000718113,0.000718113,0.0235725,0.0235725,0.024446,0.0249411,0.0249411,0.0285345,0.0285345,0.029653,0.0302995,0.0302995,0.0570691,0.00229327,0.00306658,0.00359057
150,0.175996,0.175996,0.17495,0.174338,0.174338,0.000443724,0.000443724,0.000599979,0.000705795,0.000705795,0.0235606,0.0235606,0.0244498,0.0249559,0.0249559,0.0285722,0.0285722,0.0297104,0.0303703,0.0303703,0.0571445,0.00221862,0.0029999,0.00352897
151,0.176024,0.176024,0.174961,0.174337,0.174337,0.000429371,0.000429371,0.000587162,0.000693942,0.000693942,0.023547,0.023547,0.0244521,0.0249691,0.0249691,0.0286088,0.0286088,0.0297669,0.0304401,0.0304401,0.0572176,0.00214685,0.00293581,0.00346971
152,0.176053,0.176053,0.174972,0.174336,0.174336,0.000415575,0.000415575,0.000574848,0.000682543,0.000682543,0.0235318,0.0235318,0.0244529,0.024981,0.024981,0.0286443,0.0286443,0.0298224,0.030509,0.030509,0.0572886,0.00207788,0.00287424,0.00341271
153,0.176083,0.176083,0.174985,0.174337,0.174337,0.000402317,0.000402317,0.000563022,0.000671584,0.000671584,0.0235151,0.0235151,0.0244523,0.0249916,0.0249916,0.0286788,0.0286788,0.0298769,0.030577,0.030577,0.0573576,0.00201158,0.00281511,0.00335792
154,0.176114,0.176114,0.174998,0.174338,0.174338,0.000389576,0.000389576,0.000551669,0.000661054,0.000661054,0.0234969,0.0234969,0.0244503,0.0250008,0.0250008,0.0287122,0.0287122,0.0299306,0.0306443,0.0306443,0.0574245,0.00194788,0.00275835,0.00330527
155,0.176145,0.176145,0.175012,0.17434,0.17434,0.000377334,0.000377334,0.000540773,0.000650943,0.000650943,0.0234773,0.0234773,0.0244471,0.0250089,0.0250089,0.0287447,0.0287447,0.0299834,0.0307107,0.0307107,0.0574895,0.00188667,0.00270387,0.00325472
156,0.176178,0.176178,0.175027,0.174343,0.174343,0.000365571,0.000365571,0.000530321,0.000641239,0.000641239,0.0234563,0.0234563,0.0244426,0.0250157,0.0250157,0.0287763,0.0287763,0.0300355,0.0307764,0.0307764,0.0575526,0.00182786,0.0026516,0.0032062
157,0.176212,0.176212,0.175043,0.174347,0.174347,0.000354271,0.000354271,0.000520298,0.000631933,0.000631933,0.0234341,0.0234341,0.0244369,0.0250215,0.0250215,0.028807,0.028807,0.0300867,0.0308414,0.0308414,0.057614,0.00177136,0.00260149,0.00315967
158,0.176246,0.176246,0.175059,0.174351,0.174351,0.000343416,0.000343416,0.000510691,0.000623015,0.000623015,0.0234106,0.0234106,0.0244301,0.0250261,0.0250261,0.0288369,0.0288369,0.0301373,0.0309057,0.0309057,0.0576737,0.00171708,0.00255346,0.00311507
159,0.176281,0.176281,0.175076,0.174356,0.174356,0.000332989,0.000332989,0.000501489,0.000614476,0.000614476,0.023386,0.023386,0.0244223,0.0250298,0.0250298,0.0288659,0.0288659,0.0301871,0.0309693,0.0309693,0.0577318,0.00166494,0.00250744,0.00307238
160,0.176317,0.176317,0.175094,0.174361,0.174361,0.000322973,0.000322973,0.000492678,0.000606307,0.000606307,0.0233602,0.0233602,0.0244134,0.0250324,0.0250324,0.0288941,0.0288941,0.0302363,0.0310324,0.0310324,0.0577883,0.00161487,0.00246339,0.00303154
161,0.176353,0.176353,0.175112,0.174367,0.174367,0.000313355,0.000313355,0.000484248,0.000598501,0.000598501,0.0233334,0.0233334,0.0244035,0.0250341,0.0250341,0.0289216,0.0289216,0.0302849,0.0310949,0.0310949,0.0578433,0.00156677,0.00242124,0.0029925
162,0.17639,0.17639,0.175131,0.174374,0.174374,0.000304117,0.000304117,0.000476187,0.000591049,0.000591049,0.0233055,0.0233055,0.0243927,0.0250349,0.0250349,0.0289484,0.0289484,0.0303329,0.0311568,0.0311568,0.0578969,0.00152059,0.00238094,0.00295524
163,0.176428,0.176428,0.175151,0.174381,0.174381,0.000295247,0.000295247,0.000468486,0.000583944,0.000583944,0.0232766,0.0232766,0.024381,0.0250349,0.0250349,0.0289745,0.0289745,0.0303803,0.0312183,0.0312183,0.0579491,0.00147623,0.00234243,0.00291972
164,0.176466,0.176466,0.17517,0.174389,0.174389,0.000286729,0.000286729,0.000461133,0.00057718,0.00057718,0.0232469,0.0232469,0.0243684,0.025034,0.025034,0.029,0.029,0.0304272,0.0312792,0.0312792,0.0579999,0.00143365,0.00230566,0.0028859
165,0.176505,0.176505,0.175191,0.174397,0.174397,0.000278551,0.000278551,0.00045412,0.000570749,0.000570749,0.0232162,0.0232162,0.0243551,0.0250324,0.0250324,0.0290248,0.0290248,0.0304735,0.0313398,0.0313398,0.0580495,0.00139276,0.0022706,0.00285375
166,0.176545,0.176545,0.175212,0.174405,0.174405,0.0002707,0.0002707,0.000447437,0.000564647,0.000564647,0.0231847,0.0231847,0.024341,0.0250301,0.0250301,0.029049,0.029049,0.0305195,0.0313999,0.0313999,0.0580979,0.0013535,0.00223718,0.00282323
167,0.176584,0.176584,0.175233,0.174414,0.174414,0.000263162,0.000263162,0.000441076,0.000558866,0.000558866,0.0231523,0.0231523,0.0243261,0.0250271,0.0250271,0.0290726,0.0290726,0.0305649,0.0314597,0.0314597,0.0581451,0.00131581,0.00220538,0.00279433
168,0.176625,0.176625,0.175254,0.174423,0.174423,0.000255927,0.000255927,0.000435028,0.000553402,0.000553402,0.0231192,0.0231192,0.0243106,0.0250234,0.0250234,0.0290956,0.0290956,0.03061,0.0315191,0.0315191,0.0581912,0.00127964,0.00217514,0.00276701
169,0.176666,0.176666,0.175276,0.174433,0.174433,0.000248982,0.000248982,0.000429287,0.00054825,0.00054825,0.0230854,0.0230854,0.0242945,0.0250191,0.0250191,0.0291181,0.0291181,0.0306547,0.0315782,0.0315782,0.0582362,0.00124491,0.00214643,0.00274125
170,0.176707,0.176707,0.175298,0.174442,0.174442,0.000242317,0.000242317,0.000423843,0.000543405,0.000543405,0.0230509,0.0230509,0.0242777,0.0250143,0.0250143,0.0291401,0.0291401,0.030699,0.0316371,0.0316371,0.0582802,0.00121158,0.00211922,0.00271703
171,0.176748,0.176748,0.175321,0.174452,0.174452,0.00023592,0.00023592,0.000418692,0.000538864,0.000538864,0.0230157,0.0230157,0.0242604,0.0250089,0.0250089,0.0291616,0.0291616,0.030743,0.0316957,0.0316957,0.0583233,0.0011796,0.00209346,0.00269432
172,0.17679,0.17679,0.175344,0.174462,0.174462,0.000229782,0.000229782,0.000413826,0.000534621,0.000534621,0.0229798,0.0229798,0.0242425,0.025003,0.025003,0.0291827,0.0291827,0.0307867,0.0317541,0.0317541,0.0583653,0.00114891,0.00206913,0.00267311
173,0.176833,0.176833,0.175367,0.174473,0.174473,0.000223893,0.000223893,0.000409238,0.000530675,0.000530675,0.0229434,0.0229434,0.0242241,0.0249967,0.0249967,0.0292032,0.0292032,0.0308302,0.0318123,0.0318123,0.0584065,0.00111946,0.00204619,0.00265337
174,0.176875,0.176875,0.17539,0.174483,0.174483,0.000218243,0.000218243,0.000404924,0.000527021,0.000527021,0.0229064,0.0229064,0.0242053,0.0249899,0.0249899,0.0292234,0.0292234,0.0308733,0.0318703,0.0318703,0.0584468,0.00109121,0.00202462,0.0026351
175,0.176918,0.176918,0.175413,0.174494,0.174494,0.000212823,0.000212823,0.000400878,0.000523657,0.000523657,0.0228688,0.0228688,0.024186,0.0249827,0.0249827,0.0292431,0.0292431,0.0309163,0.0319283,0.0319283,0.0584862,0.00106411,0.00200439,0.00261828
176,0.176962,0.176962,0.175437,0.174504,0.174504,0.000207624,0.000207624,0.000397096,0.000520581,0.000520581,0.0228307,0.0228307,0.0241663,0.0249752,0.0249752,0.0292624,0.0292624,0.0309591,0.0319861,0.0319861,0.0585249,0.00103812,0.00198548,0.0026029
177,0.177005,0.177005,0.17546,0.174515,0.174515,0.000202639,0.000202639,0.000393571,0.00051779,0.00051779,0.0227922,0.0227922,0.0241463,0.0249674,0.0249674,0.0292814,0.0292814,0.0310017,0.0320439,0.0320439,0.0585628,0.00101319,0.00196786,0.00258895
178,0.177049,0.177049,0.175484,0.174525,0.174525,0.000197859,0.000197859,0.000390302,0.000515284,0.000515284,0.0227532,0.0227532,0.0241259,0.0249593,0.0249593,0.0293,0.0293,0.0310442,0.0321017,0.0321017,0.0585999,0.000989293,0.00195151,0.00257642
179,0.177093,0.177093,0.175508,0.174536,0.174536,0.000193276,0.000193276,0.000387283,0.00051306,0.00051306,0.0227137,0.0227137,0.0241052,0.0249509,0.0249509,0.0293182,0.0293182,0.0310865,0.0321594,0.0321594,0.0586364,0.000966378,0.00193641,0.0025653
180,0.177137,0.177137,0.175531,0.174547,0.174547,0.000188883,0.000188883,0.000384511,0.000511119,0.000511119,0.0226738,0.0226738,0.0240842,0.0249423,0.0249423,0.0293361,0.0293361,0.0311288,0.0322173,0.0322173,0.0586722,0.000944413,0.00192256,0.00255559
181,0.177182,0.177182,0.175555,0.174557,0.174557,0.000184673,0.000184673,0.000381983,0.000509458,0.000509458,0.0226335,0.0226335,0.024063,0.0249335,0.0249335,0.0293537,0.0293537,0.0311709,0.0322751,0.0322751,0.0587074,0.000923364,0.00190992,0.00254729
