t,Sv0,Sh0,Sh1,Sr0,Sr1,Iv0,Ih0,Ih1,Ir0,Ir1,Rv0,Rh0,Rh1,Rr0,Rr1,cumIv0,cumIh0,cumIh1,cumIr0,cumIr1,cumIv,pIv,pIh,pIr
574,0.178832,0.156578,0.156578,0.139728,0.139728,0.000135924,0.000355577,0.000355577,0.000519417,0.000519417,0.0210321,0.0430664,0.0430664,0.0597524,0.0597524,0.0547063,0.0977131,0.0977131,0.130941,0.130941,0.0547063,0.000679621,0.00177789,0.00259709
575,0.178874,0.156655,0.156655,0.139831,0.139831,0.000135811,0.000355404,0.000355404,0.000519275,0.000519275,0.0209904,0.04299,0.04299,0.0596494,0.0596494,0.0547221,0.0977544,0.0977544,0.131001,0.131001,0.0547221,0.000679053,0.00177702,0.00259637
576,0.178915,0.156731,0.156731,0.139934,0.139934,0.000135708,0.000355258,0.000355258,0.000519172,0.000519172,0.0209488,0.0429137,0.0429137,0.0595467,0.0595467,0.0547378,0.0977957,0.0977957,0.131062,0.131062,0.0547378,0.000678538,0.00177629,0.00259586
577,0.178957,0.156807,0.156807,0.140037,0.140037,0.000135615,0.000355139,0.000355139,0.000519108,0.000519108,0.0209073,0.0428377,0.0428377,0.0594443,0.0594443,0.0547535,0.0978371,0.0978371,0.131122,0.131122,0.0547535,0.000678077,0.00177569,0.00259554
578,0.178999,0.156883,0.156883,0.140139,0.140139,0.000135534,0.000355047,0.000355047,0.000519083,0.000519083,0.0208659,0.0427619,0.0427619,0.0593422,0.0593422,0.0547693,0.0978784,0.0978784,0.131183,0.131183,0.0547693,0.000677668,0.00177523,0.00259542
579,0.17904,0.156959,0.156959,0.140241,0.140241,0.000135462,0.000354982,0.000354982,0.000519098,0.000519098,0.0208246,0.0426863,0.0426863,0.0592403,0.0592403,0.054785,0.0979198,0.0979198,0.131243,0.131243,0.054785,0.000677312,0.00177491,0.00259549
580,0.179081,0.157034,0.157034,0.140342,0.140342,0.000135402,0.000354944,0.000354944,0.000519151,0.000519151,0.0207834,0.0426108,0.0426108,0.0591387,0.0591387,0.0548008,0.0979612,0.0979612,0.131304,0.131304,0.0548008,0.000677009,0.00177472,0.00259576
581,0.179122,0.157109,0.157109,0.140443,0.140443,0.000135351,0.000354934,0.000354934,0.000519244,0.000519244,0.0207423,0.0425356,0.0425356,0.0590374,0.0590374,0.0548165,0.0980026,0.0980026,0.131365,0.131365,0.0548165,0.000676757,0.00177467,0.00259622
582,0.179163,0.157184,0.157184,0.140544,0.140544,0.000135312,0.00035495,0.00035495,0.000519375,0.000519375,0.0207013,0.0424606,0.0424606,0.0589364,0.0589364,0.0548323,0.098044,0.098044,0.131425,0.131425,0.0548323,0.000676558,0.00177475,0.00259687
583,0.179204,0.157259,0.157259,0.140645,0.140645,0.000135282,0.000354992,0.000354992,0.000519544,0.000519544,0.0206605,0.0423858,0.0423858,0.0588357,0.0588357,0.054848,0.0980855,0.0980855,0.131486,0.131486,0.054848,0.000676411,0.00177496,0.00259772
584,0.179245,0.157334,0.157334,0.140745,0.140745,0.000135263,0.000355062,0.000355062,0.000519753,0.000519753,0.0206197,0.0423112,0.0423112,0.0587353,0.0587353,0.0548638,0.098127,0.098127,0.131547,0.131547,0.0548638,0.000676315,0.00177531,0.00259876
585,0.179286,0.157408,0.157408,0.140845,0.140845,0.000135254,0.000355157,0.000355157,0.000519999,0.000519999,0.0205791,0.0422368,0.0422368,0.0586351,0.0586351,0.0548796,0.0981685,0.0981685,0.131608,0.131608,0.0548796,0.000676271,0.00177579,0.0026
586,0.179326,0.157482,0.157482,0.140944,0.140944,0.000135256,0.00035528,0.00035528,0.000520285,0.000520285,0.0205385,0.0421627,0.0421627,0.0585353,0.0585353,0.0548954,0.0982101,0.0982101,0.131669,0.131669,0.0548954,0.000676278,0.0017764,0.00260142
587,0.179367,0.157556,0.157556,0.141044,0.141044,0.000135267,0.000355428,0.000355428,0.000520608,0.000520608,0.0204981,0.0420887,0.0420887,0.0584358,0.0584358,0.0549111,0.0982517,0.0982517,0.13173,0.13173,0.0549111,0.000676336,0.00177714,0.00260304
588,0.179407,0.157629,0.157629,0.141142,0.141142,0.000135289,0.000355604,0.000355604,0.00052097,0.00052097,0.0204578,0.042015,0.042015,0.0583366,0.0583366,0.054927,0.0982933,0.0982933,0.131791,0.131791,0.054927,0.000676445,0.00177802,0.00260485
589,0.179447,0.157703,0.157703,0.141241,0.141241,0.000135321,0.000355805,0.000355805,0.000521369,0.000521369,0.0204176,0.0419415,0.0419415,0.0582378,0.0582378,0.0549428,0.098335,0.098335,0.131852,0.131852,0.0549428,0.000676605,0.00177903,0.00260685
590,0.179487,0.157776,0.157776,0.141339,0.141339,0.000135363,0.000356033,0.000356033,0.000521808,0.000521808,0.0203775,0.0418682,0.0418682,0.0581392,0.0581392,0.0549586,0.0983768,0.0983768,0.131914,0.131914,0.0549586,0.000676815,0.00178016,0.00260904
591,0.179527,0.157849,0.157849,0.141437,0.141437,0.000135415,0.000356287,0.000356287,0.000522284,0.000522284,0.0203375,0.0417952,0.0417952,0.058041,0.058041,0.0549745,0.0984186,0.0984186,0.131975,0.131975,0.0549745,0.000677076,0.00178143,0.00261142
592,0.179567,0.157921,0.157921,0.141534,0.141534,0.000135478,0.000356567,0.000356567,0.000522798,0.000522798,0.0202976,0.0417224,0.0417224,0.0579431,0.0579431,0.0549903,0.0984605,0.0984605,0.132036,0.132036,0.0549903,0.000677388,0.00178284,0.00261399
593,0.179607,0.157993,0.157993,0.141631,0.141631,0.00013555,0.000356873,0.000356873,0.00052335,0.00052335,0.0202579,0.0416498,0.0416498,0.0578455,0.0578455,0.0550062,0.0985024,0.0985024,0.132098,0.132098,0.0550062,0.00067775,0.00178437,0.00261675
594,0.179646,0.158065,0.158065,0.141728,0.141728,0.000135632,0.000357206,0.000357206,0.00052394,0.00052394,0.0202183,0.0415774,0.0415774,0.0577482,0.0577482,0.0550221,0.0985444,0.0985444,0.13216,0.13216,0.0550221,0.000678162,0.00178603,0.0026197
595,0.179686,0.158137,0.158137,0.141824,0.141824,0.000135725,0.000357565,0.000357565,0.000524569,0.000524569,0.0201788,0.0415053,0.0415053,0.0576513,0.0576513,0.055038,0.0985865,0.0985865,0.132221,0.132221,0.055038,0.000678624,0.00178782,0.00262284
596,0.179725,0.158209,0.158209,0.14192,0.14192,0.000135827,0.000357949,0.000357949,0.000525235,0.000525235,0.0201394,0.0414334,0.0414334,0.0575548,0.0575548,0.055054,0.0986286,0.0986286,0.132283,0.132283,0.055054,0.000679137,0.00178975,0.00262617
597,0.179764,0.15828,0.15828,0.142016,0.142016,0.00013594,0.00035836,0.00035836,0.000525939,0.000525939,0.0201001,0.0413618,0.0413618,0.0574586,0.0574586,0.05507,0.0986708,0.0986708,0.132345,0.132345,0.05507,0.000679699,0.0017918,0.0026297
598,0.179803,0.158351,0.158351,0.142111,0.142111,0.000136062,0.000358797,0.000358797,0.000526681,0.000526681,0.020061,0.0412904,0.0412904,0.0573627,0.0573627,0.055086,0.0987131,0.0987131,0.132408,0.132408,0.055086,0.000680312,0.00179398,0.00263341
599,0.179842,0.158421,0.158421,0.142205,0.142205,0.000136195,0.00035926,0.00035926,0.000527462,0.000527462,0.0200219,0.0412193,0.0412193,0.0572672,0.0572672,0.055102,0.0987555,0.0987555,0.13247,0.13247,0.055102,0.000680974,0.0017963,0.00263731
600,0.179881,0.158492,0.158492,0.1423,0.1423,0.000136337,0.000359749,0.000359749,0.00052828,0.00052828,0.019983,0.0411484,0.0411484,0.057172,0.057172,0.055118,0.0987979,0.0987979,0.132532,0.132532,0.055118,0.000681687,0.00179874,0.0026414
601,0.179919,0.158562,0.158562,0.142394,0.142394,0.00013649,0.000360264,0.000360264,0.000529136,0.000529136,0.0199443,0.0410778,0.0410778,0.0570772,0.0570772,0.0551341,0.0988404,0.0988404,0.132595,0.132595,0.0551341,0.000682449,0.00180132,0.00264568
602,0.179958,0.158632,0.158632,0.142487,0.142487,0.000136652,0.000360805,0.000360805,0.00053003,0.00053003,0.0199056,0.0410074,0.0410074,0.0569827,0.0569827,0.0551502,0.098883,0.098883,0.132658,0.132658,0.0551502,0.000683261,0.00180402,0.00265015
603,0.179996,0.158701,0.158701,0.14258,0.14258,0.000136825,0.000361372,0.000361372,0.000530963,0.000530963,0.0198671,0.0409373,0.0409373,0.0568886,0.0568886,0.0551663,0.0989257,0.0989257,0.13272,0.13272,0.0551663,0.000684123,0.00180686,0.00265481
604,0.180034,0.158771,0.158771,0.142673,0.142673,0.000137007,0.000361965,0.000361965,0.000531933,0.000531933,0.0198287,0.0408675,0.0408675,0.0567949,0.0567949,0.0551825,0.0989685,0.0989685,0.132783,0.132783,0.0551825,0.000685035,0.00180983,0.00265967
605,0.180072,0.15884,0.15884,0.142765,0.142765,0.000137199,0.000362585,0.000362585,0.000532942,0.000532942,0.0197904,0.0407979,0.0407979,0.0567016,0.0567016,0.0551987,0.0990114,0.0990114,0.132847,0.132847,0.0551987,0.000685996,0.00181292,0.00266471
606,0.18011,0.158908,0.158908,0.142857,0.142857,0.000137402,0.00036323,0.00036323,0.000533989,0.000533989,0.0197523,0.0407285,0.0407285,0.0566086,0.0566086,0.0552149,0.0990544,0.0990544,0.13291,0.13291,0.0552149,0.000687008,0.00181615,0.00266994
607,0.180148,0.158977,0.158977,0.142949,0.142949,0.000137614,0.000363902,0.000363902,0.000535074,0.000535074,0.0197142,0.0406595,0.0406595,0.056516,0.056516,0.0552311,0.0990975,0.0990975,0.132973,0.132973,0.0552311,0.000688069,0.00181951,0.00267537
608,0.180186,0.159045,0.159045,0.14304,0.14304,0.000137836,0.0003646,0.0003646,0.000536198,0.000536198,0.0196764,0.0405907,0.0405907,0.0564238,0.0564238,0.0552474,0.0991407,0.0991407,0.133037,0.133037,0.0552474,0.00068918,0.001823,0.00268099
609,0.180223,0.159113,0.159113,0.143131,0.143131,0.000138068,0.000365324,0.000365324,0.000537359,0.000537359,0.0196386,0.0405221,0.0405221,0.056332,0.056332,0.0552638,0.099184,0.099184,0.133101,0.133101,0.0552638,0.000690341,0.00182662,0.0026868
610,0.180261,0.15918,0.15918,0.143221,0.143221,0.00013831,0.000366074,0.000366074,0.00053856,0.00053856,0.019601,0.0404539,0.0404539,0.0562406,0.0562406,0.0552801,0.0992275,0.0992275,0.133165,0.133165,0.0552801,0.000691552,0.00183037,0.0026928
611,0.180298,0.159247,0.159247,0.143311,0.143311,0.000138563,0.000366851,0.000366851,0.000539799,0.000539799,0.0195635,0.0403859,0.0403859,0.0561495,0.0561495,0.0552965,0.099271,0.099271,0.133229,0.133229,0.0552965,0.000692813,0.00183426,0.00269899
612,0.180335,0.159314,0.159314,0.1434,0.1434,0.000138825,0.000367654,0.000367654,0.000541076,0.000541076,0.0195261,0.0403182,0.0403182,0.0560589,0.0560589,0.055313,0.0993147,0.0993147,0.133293,0.133293,0.055313,0.000694124,0.00183827,0.00270538
613,0.180372,0.159381,0.159381,0.143489,0.143489,0.000139097,0.000368484,0.000368484,0.000542392,0.000542392,0.0194889,0.0402508,0.0402508,0.0559686,0.0559686,0.0553295,0.0993584,0.0993584,0.133358,0.133358,0.0553295,0.000695485,0.00184242,0.00271196
614,0.180409,0.159447,0.159447,0.143577,0.143577,0.000139379,0.000369339,0.000369339,0.000543747,0.000543747,0.0194518,0.0401837,0.0401837,0.0558788,0.0558788,0.055346,0.0994023,0.0994023,0.133422,0.133422,0.055346,0.000696897,0.0018467,0.00271874
615,0.180446,0.159513,0.159513,0.143666,0.143666,0.000139672,0.000370222,0.000370222,0.000545141,0.000545141,0.0194148,0.0401168,0.0401168,0.0557893,0.0557893,0.0553626,0.0994464,0.0994464,0.133487,0.133487,0.0553626,0.000698358,0.00185111,0.00272571
616,0.180482,0.159579,0.159579,0.143753,0.143753,0.000139974,0.000371131,0.000371131,0.000546574,0.000546574,0.019378,0.0400502,0.0400502,0.0557003,0.0557003,0.0553792,0.0994905,0.0994905,0.133552,0.133552,0.0553792,0.00069987,0.00185565,0.00273287
617,0.180518,0.159644,0.159644,0.14384,0.14384,0.000140286,0.000372066,0.000372066,0.000548046,0.000548046,0.0193413,0.039984,0.039984,0.0556117,0.0556117,0.0553959,0.0995348,0.0995348,0.133618,0.133618,0.0553959,0.000701432,0.00186033,0.00274023
618,0.180555,0.159709,0.159709,0.143927,0.143927,0.000140609,0.000373029,0.000373029,0.000549557,0.000549557,0.0193048,0.039918,0.039918,0.0555235,0.0555235,0.0554126,0.0995793,0.0995793,0.133683,0.133683,0.0554126,0.000703045,0.00186514,0.00274779
619,0.180591,0.159774,0.159774,0.144013,0.144013,0.000140942,0.000374018,0.000374018,0.000551108,0.000551108,0.0192684,0.0398523,0.0398523,0.0554357,0.0554357,0.0554293,0.0996238,0.0996238,0.133749,0.133749,0.0554293,0.000704709,0.00187009,0.00275554
620,0.180627,0.159838,0.159838,0.144099,0.144099,0.000141285,0.000375034,0.000375034,0.000552698,0.000552698,0.0192321,0.0397869,0.0397869,0.0553484,0.0553484,0.0554461,0.0996686,0.0996686,0.133815,0.133815,0.0554461,0.000706423,0.00187517,0.00276349
621,0.180662,0.159902,0.159902,0.144184,0.144184,0.000141638,0.000376076,0.000376076,0.000554328,0.000554328,0.0191959,0.0397218,0.0397218,0.0552614,0.0552614,0.055463,0.0997134,0.0997134,0.133881,0.133881,0.055463,0.000708188,0.00188038,0.00277164
622,0.180698,0.159966,0.159966,0.144269,0.144269,0.000142001,0.000377146,0.000377146,0.000555997,0.000555997,0.01916,0.039657,0.039657,0.0551749,0.0551749,0.0554799,0.0997584,0.0997584,0.133948,0.133948,0.0554799,0.000710004,0.00188573,0.00277998
623,0.180734,0.160029,0.160029,0.144353,0.144353,0.000142374,0.000378243,0.000378243,0.000557706,0.000557706,0.0191241,0.0395925,0.0395925,0.0550889,0.0550889,0.0554969,0.0998036,0.0998036,0.134014,0.134014,0.0554969,0.000711872,0.00189122,0.00278853
624,0.180769,0.160092,0.160092,0.144437,0.144437,0.000142758,0.000379367,0.000379367,0.000559455,0.000559455,0.0190884,0.0395284,0.0395284,0.0550032,0.0550032,0.0555139,0.0998489,0.0998489,0.134081,0.134081,0.0555139,0.00071379,0.00189684,0.00279728
625,0.180804,0.160155,0.160155,0.144521,0.144521,0.000143152,0.000380519,0.000380519,0.000561244,0.000561244,0.0190528,0.0394645,0.0394645,0.054918,0.054918,0.055531,0.0998944,0.0998944,0.134149,0.134149,0.055531,0.00071576,0.00190259,0.00280622
626,0.180839,0.160217,0.160217,0.144604,0.144604,0.000143556,0.000381697,0.000381697,0.000563074,0.000563074,0.0190174,0.0394009,0.0394009,0.0548333,0.0548333,0.0555481,0.0999401,0.0999401,0.134216,0.134216,0.0555481,0.000717782,0.00190849,0.00281537
627,0.180874,0.160279,0.160279,0.144686,0.144686,0.000143971,0.000382904,0.000382904,0.000564944,0.000564944,0.0189821,0.0393377,0.0393377,0.054749,0.054749,0.0555653,0.0999859,0.0999859,0.134284,0.134284,0.0555653,0.000719855,0.00191452,0.00282472
628,0.180909,0.160341,0.160341,0.144768,0.144768,0.000144396,0.000384137,0.000384137,0.000566855,0.000566855,0.018947,0.0392747,0.0392747,0.0546652,0.0546652,0.0555825,0.100032,0.100032,0.134352,0.134352,0.0555825,0.00072198,0.00192069,0.00283427
629,0.180943,0.160402,0.160402,0.144849,0.144849,0.000144832,0.000385399,0.000385399,0.000568806,0.000568806,0.018912,0.0392121,0.0392121,0.0545818,0.0545818,0.0555999,0.100078,0.100078,0.13442,0.13442,0.0555999,0.000724158,0.00192699,0.00284403
630,0.180978,0.160463,0.160463,0.14493,0.14493,0.000145277,0.000386688,0.000386688,0.000570798,0.000570798,0.0188772,0.0391498,0.0391498,0.0544988,0.0544988,0.0556172,0.100124,0.100124,0.134488,0.134488,0.0556172,0.000726387,0.00193344,0.00285399
631,0.181012,0.160524,0.160524,0.145011,0.145011,0.000145734,0.000388005,0.000388005,0.000572832,0.000572832,0.0188425,0.0390878,0.0390878,0.0544164,0.0544164,0.0556347,0.100171,0.100171,0.134557,0.134557,0.0556347,0.000728669,0.00194003,0.00286416
632,0.181046,0.160584,0.160584,0.145091,0.145091,0.000146201,0.00038935,0.00038935,0.000574906,0.000574906,0.0188079,0.0390262,0.0390262,0.0543343,0.0543343,0.0556522,0.100218,0.100218,0.134626,0.134626,0.0556522,0.000731004,0.00194675,0.00287453
633,0.18108,0.160644,0.160644,0.14517,0.14517,0.000146678,0.000390724,0.000390724,0.000577023,0.000577023,0.0187735,0.0389649,0.0389649,0.0542528,0.0542528,0.0556697,0.100264,0.100264,0.134695,0.134695,0.0556697,0.000733391,0.00195362,0.00288511
634,0.181114,0.160704,0.160704,0.145249,0.145249,0.000147166,0.000392125,0.000392125,0.000579181,0.000579181,0.0187393,0.0389039,0.0389039,0.0541717,0.0541717,0.0556874,0.100312,0.100312,0.134765,0.134765,0.0556874,0.000735832,0.00196063,0.0028959
635,0.181147,0.160763,0.160763,0.145327,0.145327,0.000147665,0.000393555,0.000393555,0.00058138,0.00058138,0.0187052,0.0388432,0.0388432,0.0540911,0.0540911,0.0557051,0.100359,0.100359,0.134835,0.134835,0.0557051,0.000738326,0.00196777,0.0029069
636,0.181181,0.160822,0.160822,0.145405,0.145405,0.000148175,0.000395013,0.000395013,0.000583622,0.000583622,0.0186713,0.0387829,0.0387829,0.054011,0.054011,0.0557228,0.100406,0.100406,0.134905,0.134905,0.0557228,0.000740873,0.00197507,0.00291811
637,0.181214,0.160881,0.160881,0.145483,0.145483,0.000148695,0.0003965,0.0003965,0.000585906,0.000585906,0.0186375,0.0387229,0.0387229,0.0539314,0.0539314,0.0557407,0.100454,0.100454,0.134976,0.134976,0.0557407,0.000743474,0.0019825,0.00292953
638,0.181247,0.160939,0.160939,0.14556,0.14556,0.000149226,0.000398016,0.000398016,0.000588232,0.000588232,0.0186038,0.0386632,0.0386632,0.0538523,0.0538523,0.0557586,0.100502,0.100502,0.135047,0.135047,0.0557586,0.000746129,0.00199008,0.00294116
639,0.18128,0.160997,0.160997,0.145636,0.145636,0.000149768,0.00039956,0.00039956,0.000590601,0.000590601,0.0185704,0.0386039,0.0386039,0.0537736,0.0537736,0.0557766,0.10055,0.10055,0.135118,0.135118,0.0557766,0.000748838,0.0019978,0.00295301
640,0.181313,0.161054,0.161054,0.145712,0.145712,0.00015032,0.000401134,0.000401134,0.000593013,0.000593013,0.018537,0.038545,0.038545,0.0536954,0.0536954,0.0557946,0.100598,0.100598,0.135189,0.135189,0.0557946,0.000751601,0.00200567,0.00296506
641,0.181345,0.161111,0.161111,0.145787,0.145787,0.000150884,0.000402737,0.000402737,0.000595468,0.000595468,0.0185039,0.0384863,0.0384863,0.0536178,0.0536178,0.0558128,0.100647,0.100647,0.135261,0.135261,0.0558128,0.000754419,0.00201368,0.00297734
642,0.181378,0.161168,0.161168,0.145861,0.145861,0.000151458,0.000404369,0.000404369,0.000597966,0.000597966,0.0184709,0.0384281,0.0384281,0.0535406,0.0535406,0.055831,0.100695,0.100695,0.135333,0.135333,0.055831,0.000757292,0.00202184,0.00298983
643,0.18141,0.161224,0.161224,0.145936,0.145936,0.000152044,0.00040603,0.00040603,0.000600508,0.000600508,0.018438,0.0383702,0.0383702,0.053464,0.053464,0.0558493,0.100744,0.100744,0.135406,0.135406,0.0558493,0.00076022,0.00203015,0.00300254
644,0.181442,0.16128,0.16128,0.146009,0.146009,0.000152641,0.000407721,0.000407721,0.000603093,0.000603093,0.0184053,0.0383126,0.0383126,0.0533878,0.0533878,0.0558677,0.100794,0.100794,0.135478,0.135478,0.0558677,0.000763203,0.0020386,0.00301546
645,0.181474,0.161335,0.161335,0.146082,0.146082,0.000153248,0.000409442,0.000409442,0.000605722,0.000605722,0.0183728,0.0382554,0.0382554,0.0533122,0.0533122,0.0558861,0.100843,0.100843,0.135552,0.135552,0.0558861,0.000766242,0.00204721,0.00302861
646,0.181506,0.16139,0.16139,0.146155,0.146155,0.000153867,0.000411192,0.000411192,0.000608396,0.000608396,0.0183404,0.0381985,0.0381985,0.0532371,0.0532371,0.0559046,0.100893,0.100893,0.135625,0.135625,0.0559046,0.000769337,0.00205596,0.00304198
647,0.181537,0.161445,0.161445,0.146226,0.146226,0.000154498,0.000412973,0.000412973,0.000611113,0.000611113,0.0183082,0.038142,0.038142,0.0531625,0.0531625,0.0559233,0.100942,0.100942,0.135699,0.135699,0.0559233,0.000772488,0.00206486,0.00305557
648,0.181569,0.161499,0.161499,0.146298,0.146298,0.000155139,0.000414784,0.000414784,0.000613876,0.000613876,0.0182761,0.0380859,0.0380859,0.0530884,0.0530884,0.055942,0.100993,0.100993,0.135773,0.135773,0.055942,0.000775696,0.00207392,0.00306938
649,0.1816,0.161553,0.161553,0.146368,0.146368,0.000155792,0.000416625,0.000416625,0.000616683,0.000616683,0.0182443,0.0380302,0.0380302,0.0530148,0.0530148,0.0559608,0.101043,0.101043,0.135848,0.135848,0.0559608,0.00077896,0.00208312,0.00308342
650,0.181631,0.161607,0.161607,0.146439,0.146439,0.000156456,0.000418497,0.000418497,0.000619535,0.000619535,0.0182125,0.0379748,0.0379748,0.0529418,0.0529418,0.0559797,0.101094,0.101094,0.135923,0.135923,0.0559797,0.000782282,0.00209248,0.00309768
651,0.181662,0.16166,0.16166,0.146508,0.146508,0.000157132,0.000420399,0.000420399,0.000622433,0.000622433,0.018181,0.0379197,0.0379197,0.0528693,0.0528693,0.0559986,0.101144,0.101144,0.135998,0.135998,0.0559986,0.00078566,0.00210199,0.00311217
652,0.181693,0.161713,0.161713,0.146577,0.146577,0.000157819,0.000422332,0.000422332,0.000625377,0.000625377,0.0181496,0.0378651,0.0378651,0.0527974,0.0527974,0.0560177,0.101195,0.101195,0.136074,0.136074,0.0560177,0.000789097,0.00211166,0.00312688
653,0.181723,0.161765,0.161765,0.146646,0.146646,0.000158518,0.000424296,0.000424296,0.000628366,0.000628366,0.0181184,0.0378108,0.0378108,0.052726,0.052726,0.0560368,0.101247,0.101247,0.13615,0.13615,0.0560368,0.000792591,0.00212148,0.00314183
654,0.181753,0.161817,0.161817,0.146713,0.146713,0.000159229,0.000426292,0.000426292,0.000631401,0.000631401,0.0180873,0.0377569,0.0377569,0.0526551,0.0526551,0.0560561,0.101298,0.101298,0.136227,0.136227,0.0560561,0.000796144,0.00213146,0.003157
655,0.181784,0.161868,0.161868,0.146781,0.146781,0.000159951,0.000428318,0.000428318,0.000634483,0.000634483,0.0180564,0.0377034,0.0377034,0.0525848,0.0525848,0.0560754,0.10135,0.10135,0.136303,0.136303,0.0560754,0.000799755,0.00214159,0.00317241
656,0.181814,0.161919,0.161919,0.146847,0.146847,0.000160685,0.000430377,0.000430377,0.000637611,0.000637611,0.0180257,0.0376503,0.0376503,0.0525151,0.0525151,0.0560949,0.101402,0.101402,0.136381,0.136381,0.0560949,0.000803425,0.00215188,0.00318805
657,0.181843,0.16197,0.16197,0.146913,0.146913,0.000161431,0.000432466,0.000432466,0.000640786,0.000640786,0.0179951,0.0375976,0.0375976,0.0524459,0.0524459,0.0561144,0.101455,0.101455,0.136459,0.136459,0.0561144,0.000807154,0.00216233,0.00320393
658,0.181873,0.16202,0.16202,0.146979,0.146979,0.000162188,0.000434588,0.000434588,0.000644008,0.000644008,0.0179648,0.0375452,0.0375452,0.0523773,0.0523773,0.0561341,0.101508,0.101508,0.136537,0.136537,0.0561341,0.000810942,0.00217294,0.00322004
659,0.181902,0.16207,0.16207,0.147044,0.147044,0.000162958,0.000436742,0.000436742,0.000647277,0.000647277,0.0179346,0.0374933,0.0374933,0.0523092,0.0523092,0.0561538,0.101561,0.101561,0.136615,0.136615,0.0561538,0.000814791,0.00218371,0.00323639
660,0.181932,0.162119,0.162119,0.147108,0.147108,0.00016374,0.000438928,0.000438928,0.000650595,0.000650595,0.0179045,0.0374417,0.0374417,0.0522417,0.0522417,0.0561736,0.101614,0.101614,0.136694,0.136694,0.0561736,0.0008187,0.00219464,0.00325297
661,0.181961,0.162168,0.162168,0.147171,0.147171,0.000164534,0.000441146,0.000441146,0.00065396,0.00065396,0.0178747,0.0373905,0.0373905,0.0521748,0.0521748,0.0561936,0.101667,0.101667,0.136774,0.136774,0.0561936,0.000822669,0.00220573,0.0032698
662,0.18199,0.162217,0.162217,0.147234,0.147234,0.00016534,0.000443397,0.000443397,0.000657373,0.000657373,0.017845,0.0373398,0.0373398,0.0521084,0.0521084,0.0562136,0.101721,0.101721,0.136854,0.136854,0.0562136,0.000826699,0.00221698,0.00328686
663,0.182018,0.162265,0.162265,0.147296,0.147296,0.000166158,0.000445681,0.000445681,0.000660835,0.000660835,0.0178155,0.0372894,0.0372894,0.0520427,0.0520427,0.0562338,0.101775,0.101775,0.136934,0.136934,0.0562338,0.00083079,0.0022284,0.00330417
664,0.182047,0.162313,0.162313,0.147358,0.147358,0.000166988,0.000447997,0.000447997,0.000664345,0.000664345,0.0177861,0.0372395,0.0372395,0.0519775,0.0519775,0.0562541,0.10183,0.10183,0.137015,0.137015,0.0562541,0.000834942,0.00223999,0.00332173
665,0.182075,0.16236,0.16236,0.147419,0.147419,0.000167831,0.000450347,0.000450347,0.000667904,0.000667904,0.017757,0.0371899,0.0371899,0.0519129,0.0519129,0.0562745,0.101885,0.101885,0.137096,0.137096,0.0562745,0.000839157,0.00225173,0.00333952
666,0.182103,0.162406,0.162406,0.14748,0.14748,0.000168687,0.00045273,0.00045273,0.000671513,0.000671513,0.017728,0.0371408,0.0371408,0.0518489,0.0518489,0.0562949,0.10194,0.10194,0.137178,0.137178,0.0562949,0.000843433,0.00226365,0.00335757
667,0.182131,0.162453,0.162453,0.147539,0.147539,0.000169555,0.000455146,0.000455146,0.000675171,0.000675171,0.0176992,0.0370921,0.0370921,0.0517855,0.0517855,0.0563155,0.101995,0.101995,0.13726,0.13726,0.0563155,0.000847773,0.00227573,0.00337586
668,0.182159,0.162499,0.162499,0.147598,0.147598,0.000170435,0.000457596,0.000457596,0.000678879,0.000678879,0.0176706,0.0370438,0.0370438,0.0517227,0.0517227,0.0563363,0.102051,0.102051,0.137343,0.137343,0.0563363,0.000852175,0.00228798,0.0033944
669,0.182187,0.162544,0.162544,0.147657,0.147657,0.000171328,0.00046008,0.00046008,0.000682637,0.000682637,0.0176422,0.0369959,0.0369959,0.0516606,0.0516606,0.0563571,0.102107,0.102107,0.137426,0.137426,0.0563571,0.00085664,0.0023004,0.00341319
670,0.182214,0.162589,0.162589,0.147715,0.147715,0.000172234,0.000462598,0.000462598,0.000686445,0.000686445,0.0176139,0.0369484,0.0369484,0.051599,0.051599,0.056378,0.102163,0.102163,0.13751,0.13751,0.056378,0.000861169,0.00231299,0.00343223
671,0.182241,0.162633,0.162633,0.147772,0.147772,0.000173152,0.000465151,0.000465151,0.000690304,0.000690304,0.0175859,0.0369014,0.0369014,0.051538,0.051538,0.0563991,0.10222,0.10222,0.137594,0.137594,0.0563991,0.000865762,0.00232575,0.00345152
672,0.182268,0.162677,0.162677,0.147828,0.147828,0.000174084,0.000467737,0.000467737,0.000694214,0.000694214,0.017558,0.0368548,0.0368548,0.0514777,0.0514777,0.0564203,0.102277,0.102277,0.137679,0.137679,0.0564203,0.000870419,0.00233869,0.00347107
673,0.182295,0.162721,0.162721,0.147884,0.147884,0.000175028,0.000470359,0.000470359,0.000698175,0.000698175,0.0175303,0.0368086,0.0368086,0.051418,0.051418,0.0564416,0.102334,0.102334,0.137764,0.137764,0.0564416,0.000875141,0.00235179,0.00349088
674,0.182321,0.162764,0.162764,0.147939,0.147939,0.000175986,0.000473015,0.000473015,0.000702188,0.000702188,0.0175028,0.0367629,0.0367629,0.0513589,0.0513589,0.0564631,0.102392,0.102392,0.13785,0.13785,0.0564631,0.000879928,0.00236507,0.00351094
